area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
565200,Homedale West,2,45,220,210
565200,Homedale West,3,108,270,240
565200,Homedale West,4,30,350,330
565200,Homedale West,5,3,,
565200,Homedale West,6+,3,,
565200,Homedale West,Not Elsewhere Included,3,,
565200,Homedale West,Total,213,250,240
565300,Homedale East,1,6,,
565300,Homedale East,2,54,230,220
565300,Homedale East,3,114,290,270
565300,Homedale East,4,33,300,280
565300,Homedale East,5,3,,
565300,Homedale East,6+,3,,
565300,Homedale East,Not Elsewhere Included,0,,
565300,Homedale East,Total,213,270,260
565400,Pencarrow,1,,,
565400,Pencarrow,2,,,
565400,Pencarrow,3,,,
565400,Pencarrow,4,,,
565400,Pencarrow,5,,,
565400,Pencarrow,6+,,,
565400,Pencarrow,Not Elsewhere Included,,,
565400,Pencarrow,Total,18,190,200
565601,Pauatahanui,1,6,,
565601,Pauatahanui,2,9,300,380
565601,Pauatahanui,3,15,290,290
565601,Pauatahanui,4,3,,
565601,Pauatahanui,5,0,,
565601,Pauatahanui,6+,0,,
565601,Pauatahanui,Not Elsewhere Included,0,,
565601,Pauatahanui,Total,33,340,340
565602,Endeavour,1,3,,
565602,Endeavour,2,9,350,350
565602,Endeavour,3,57,410,430
565602,Endeavour,4,48,550,760
565602,Endeavour,5,15,540,530
565602,Endeavour,6+,3,,
565602,Endeavour,Not Elsewhere Included,3,,
565602,Endeavour,Total,135,460,450
565603,Resolution,1,,,
565603,Resolution,2,,,
565603,Resolution,3,,,
565603,Resolution,4,,,
565603,Resolution,5,,,
565603,Resolution,6+,,,
565603,Resolution,Not Elsewhere Included,,,
565603,Resolution,Total,,,
565604,Adventure,1,3,,
565604,Adventure,2,9,300,300
565604,Adventure,3,57,360,390
565604,Adventure,4,15,450,450
565604,Adventure,5,0,,
565604,Adventure,6+,0,,
565604,Adventure,Not Elsewhere Included,0,,
565604,Adventure,Total,84,350,350
565700,Paekakariki Hill,1,,,
565700,Paekakariki Hill,2,,,
565700,Paekakariki Hill,3,,,
565700,Paekakariki Hill,4,,,
565700,Paekakariki Hill,5,,,
565700,Paekakariki Hill,6+,,,
565700,Paekakariki Hill,Not Elsewhere Included,,,
565700,Paekakariki Hill,Total,9,280,280
565901,Paraparaumu Beach North,1,39,80,120
565901,Paraparaumu Beach North,2,78,270,230
565901,Paraparaumu Beach North,3,150,320,310
565901,Paraparaumu Beach North,4,45,380,400
565901,Paraparaumu Beach North,5,6,390,390
565901,Paraparaumu Beach North,6+,3,,
565901,Paraparaumu Beach North,Not Elsewhere Included,6,0,0
565901,Paraparaumu Beach North,Total,327,300,280
565902,Otaihanga,1,6,,
565902,Otaihanga,2,15,310,360
565902,Otaihanga,3,33,340,340
565902,Otaihanga,4,9,510,510
565902,Otaihanga,5,3,,
565902,Otaihanga,6+,0,,
565902,Otaihanga,Not Elsewhere Included,0,,
565902,Otaihanga,Total,66,330,320
565903,Paraparaumu Beach South,1,60,160,160
565903,Paraparaumu Beach South,2,183,280,260
565903,Paraparaumu Beach South,3,186,350,350
565903,Paraparaumu Beach South,4,51,410,410
565903,Paraparaumu Beach South,5,12,420,370
565903,Paraparaumu Beach South,6+,0,,
565903,Paraparaumu Beach South,Not Elsewhere Included,0,,
565903,Paraparaumu Beach South,Total,498,300,290
566000,Paraparaumentral,1,51,170,160
566000,Paraparaumentral,2,201,240,220
566000,Paraparaumentral,3,390,310,340
566000,Paraparaumentral,4,102,390,370
566000,Paraparaumentral,5,12,370,330
566000,Paraparaumentral,6+,6,400,400
566000,Paraparaumentral,Not Elsewhere Included,3,,
566000,Paraparaumentral,Total,765,300,310
566101,Raumati Beach,1,24,210,230
566101,Raumati Beach,2,180,270,240
566101,Raumati Beach,3,165,320,320
566101,Raumati Beach,4,51,400,400
566101,Raumati Beach,5,15,430,430
566101,Raumati Beach,6+,0,,
566101,Raumati Beach,Not Elsewhere Included,6,,
566101,Raumati Beach,Total,441,300,300
566102,Raumati South,1,33,190,200
566102,Raumati South,2,93,280,280
566102,Raumati South,3,123,330,320
566102,Raumati South,4,42,380,350
566102,Raumati South,5,9,400,430
566102,Raumati South,6+,6,430,430
566102,Raumati South,Not Elsewhere Included,0,,
566102,Raumati South,Total,303,300,310
566200,Paekakariki,1,48,190,180
566200,Paekakariki,2,63,270,260
566200,Paekakariki,3,69,340,340
566200,Paekakariki,4,18,320,290
566200,Paekakariki,5,6,0,0
566200,Paekakariki,6+,3,,
566200,Paekakariki,Not Elsewhere Included,0,,
566200,Paekakariki,Total,207,290,290
566301,Kapiti Island,1,,,
566301,Kapiti Island,2,,,
566301,Kapiti Island,3,,,
566301,Kapiti Island,4,,,
566301,Kapiti Island,5,,,
566301,Kapiti Island,6+,,,
566301,Kapiti Island,Not Elsewhere Included,,,
566301,Kapiti Island,Total,,,
566302,Maungakotukutuku,1,15,190,190
566302,Maungakotukutuku,2,3,,
566302,Maungakotukutuku,3,9,330,330
566302,Maungakotukutuku,4,6,,
566302,Maungakotukutuku,5,0,,
566302,Maungakotukutuku,6+,0,,
566302,Maungakotukutuku,Not Elsewhere Included,0,,
566302,Maungakotukutuku,Total,36,270,690
566500,Te Marua,1,3,,
566500,Te Marua,2,0,,
566500,Te Marua,3,18,330,310
566500,Te Marua,4,12,430,430
566500,Te Marua,5,0,,
566500,Te Marua,6+,3,,
566500,Te Marua,Not Elsewhere Included,0,,
566500,Te Marua,Total,36,300,330
566610,Akatarawa,1,3,,
566610,Akatarawa,2,0,,
566610,Akatarawa,3,21,330,370
566610,Akatarawa,4,3,,
566610,Akatarawa,5,0,,
566610,Akatarawa,6+,0,,
566610,Akatarawa,Not Elsewhere Included,0,,
566610,Akatarawa,Total,27,310,310
566620,Emerald Hill,1,3,,
566620,Emerald Hill,2,51,250,240
566620,Emerald Hill,3,81,320,330
566620,Emerald Hill,4,12,340,340
566620,Emerald Hill,5,3,,
566620,Emerald Hill,6+,6,,
566620,Emerald Hill,Not Elsewhere Included,3,,
566620,Emerald Hill,Total,153,310,320
566700,Maoribank,1,3,,
566700,Maoribank,2,42,250,230
566700,Maoribank,3,171,290,270
566700,Maoribank,4,27,380,340
566700,Maoribank,5,9,460,450
566700,Maoribank,6+,3,,
566700,Maoribank,Not Elsewhere Included,0,,
