2013 area unit name,WGS84 longitude of centroid of area unit,WGS84 latitude of centroid of area unit
Swarbrick,175.25333,-37.79261
Swayne,175.47299,-37.87426
Sydenham,172.63846,-43.54836
Sylvester,175.24049,-37.72523
Taharoa,174.74152,-38.15166
Taharua,176.38696,-38.99597
Tahawai,175.89027,-37.50662
Tahekeroa,174.58548,-36.60053
Tahuna Hills,173.25227,-41.29008
Tahunanui,173.24037,-41.28376
Tahuroa,175.50843,-37.65677
Taiaroa-Cape Saunders,170.71086,-45.83478
Taieri,170.24872,-45.86533
Taihape,175.79486,-39.67632
Taipa Bay-Mangonui,173.50038,-34.9927
Tairua,175.84703,-37.00157
Taita North,174.96521,-41.17234
Taita South,174.95969,-41.18378
Taitapu,172.54652,-43.66557
Taitville,174.75752,-41.29222
Takaka,172.81879,-40.86055
Takanini North,174.92935,-37.03154
Takanini South,174.93756,-37.04593
Takanini West,174.91053,-37.04417
Takapau,176.34847,-40.02526
Takapu,174.86382,-41.16803
Takapuna Central,174.76895,-36.78401
Takaro,175.59567,-40.35299
Tamahere-Tauwhare,175.43669,-37.80557
Tamaki,174.86179,-36.89612
Tamarau,178.05341,-38.67913
Tamatea North,176.87008,-39.50865
Tamatea South,176.86672,-39.51577
Taneatua,177.0072,-38.06406
Tangimoana,175.24643,-40.29534
Tangiwai,175.42776,-39.39036
Tangoio,176.80742,-39.3314
Tangutu,174.63643,-36.91538
Tapanui,169.26189,-45.94333
Tapapa,175.90438,-38.00828
Tapawera,172.82214,-41.39493
Taradale North,176.85037,-39.53182
Taradale South,176.83536,-39.54343
Taramakau,171.31339,-42.78307
Tarawera,176.45876,-38.25611
Target Road,174.73001,-36.76373
Tarndale-Rakauroa,177.64964,-38.37319
Tarrangower,175.25217,-38.86443
Tatua,176.02426,-38.47365
Tauhara,176.0953,-38.67857
Tauhoa-Puhoi,174.50709,-36.43464
Taumarunui Central,175.27529,-38.879
Taupaki,174.57128,-36.82049
Taupiri Community,175.18979,-37.61592
Taupo Central,176.07793,-38.68608
Taupo East,176.11897,-38.68843
Tauranga Central,176.16455,-37.68861
Tauranga Hospital,176.14721,-37.70398
Tauranga South,176.15687,-37.70841
Tawa Central,174.82081,-41.16895
Tawa South,174.82035,-41.18154
Tawhai,174.99621,-41.17046
Tawhero,175.01471,-39.93409
Tawhiti,174.30624,-39.56595
Te Akau,174.93589,-37.61428
Te Anau,167.72001,-45.41282
Te Aroha,175.70859,-37.53737
Te Atatu Central,174.64946,-36.84709
Te Awamutu Central,175.31649,-38.01049
Te Awamutu East,175.32728,-38.00033
Te Awamutu South,175.32737,-38.0162
Te Awamutu West,175.3055,-38.00784
Te Hapara,177.9973,-38.65245
Te Hihi,174.26661,-35.7494
Te Horo,175.10427,-40.80146
Te Kaha,177.69756,-37.75267
Te Kainga,174.79349,-41.25116
Te Karaka,177.86872,-38.46553
Te Kauwhata,175.13612,-37.40255
Te Kawa,175.22447,-38.11059
Te Kopuru,173.91867,-36.02891
Te Kowhai,175.15771,-37.73486
Te Kuiti,175.16503,-38.33331
Te Marua,175.14028,-41.09487
Te Mata,176.89142,-39.66451
Te Mata Hills,176.90942,-39.68372
Te Maunga,176.23487,-37.68517
Te More,176.03166,-39.12879
Te Motu Island,174.80227,-38.10163
Te Pahu,175.1277,-37.92513
Te Papapa,174.80009,-36.92344
Te Poi,175.87308,-37.87151
Te Puke East,176.32807,-37.79486
Te Puke West,176.30518,-37.78662
Te Puna,176.0645,-37.67653
Te Puru-Thornton Bay,175.53592,-37.07318
Te Rahu,175.33983,-37.96371
Te Rapa,175.23503,-37.74727
Te Rapa North,175.21345,-37.71993
Te Rerenga,175.59335,-36.77406
Te Reti,176.1308,-37.70365
Te Rore,175.21551,-37.95271
Te Teko,176.79608,-38.02887
Te Uku,174.92128,-37.89807
Te Waewae,167.61484,-45.99574
Te Wharau,175.72208,-41.15631
Temple View,175.22325,-37.81837
Templeton,172.46964,-43.5526
Temuka,171.28647,-44.24401
Terrace End,175.64119,-40.34904
Teviot,169.42687,-45.58232
The Brook,173.29127,-41.30183
The Wood,173.29171,-41.26707
Thorndon-Tinakori Road,174.77859,-41.27326
Three Kings,174.74911,-36.9026
Three Mile Bush,174.2896,-35.70243
Tikipunga East,174.33256,-35.69509
Tikipunga West,174.32251,-35.68164
Tikitere,176.44534,-38.05802
Tikokino,176.35772,-39.88606
Timaru Gardens,171.25146,-44.41207
Tiniroto,177.71016,-38.71665
Tinwald,171.72365,-43.91937
Tirau,175.75763,-37.97713
Tiroa,175.52422,-38.53374
Tirohanga,174.90404,-41.19769
Tisbury,168.39366,-46.44215
Titahi Bay North,174.84384,-41.09868
Titahi Bay South,174.82699,-41.11339
Titirangi South,174.65555,-36.94694
Tiwai Point,168.44847,-46.59529
Toetoes,168.99213,-46.47303
Toi Toi,173.26105,-41.28786
Tokaanu,175.7551,-38.97422
Tokanui,175.32197,-38.06949
Toko,174.34168,-39.32742
Tokomaru,175.50633,-40.46823
Tokomaru Bay,178.32214,-38.1306
Tokorangi-Hiwinui,175.60964,-40.1656
Tokoroa Central,175.87364,-38.22019
Tolaga Bay,178.30917,-38.39901
Tongariro,176.04448,-38.94762
Torbay,174.75023,-36.69574
Totara Heights,174.91361,-37.00888
Totara Park,175.08441,-41.1093
Totara River,170.90965,-42.95353
Trafalgar,173.2838,-41.27269
Travis,172.69238,-43.49698
Travis Wetland,172.68697,-43.48259
Trentham North,175.04563,-41.13283
Trentham South,175.04093,-41.14899
Trents-Ladbrooks,172.50778,-43.59052
Trident,176.97772,-37.96902
Tuahiwi,172.63299,-43.33984
Tuai,177.15707,-38.82214
Tuakau,174.94736,-37.26151
Tuamarina,173.97353,-41.416
Tuapeka,169.49485,-45.84219
Tuatapere,167.68093,-46.13031
Tuff Crater,174.75222,-36.80204
Turanga,174.98823,-36.9363
Turangi,175.80054,-38.99385
Turitea,175.64763,-40.42168
Turua,175.54353,-37.2382
Tutira,176.73083,-39.1185
Tuturumuri,175.50073,-41.40233
Twizel Community,170.07968,-44.26633
Twyford,176.81062,-39.59908
University,175.31346,-37.7871
Unsworth Heights,174.71604,-36.75731
Upper Aramoho,175.0755,-39.89461
Upper Hutt Central,175.07004,-41.12369
Upper Papamoa,176.26461,-37.80241
Upper Riccarton,172.57537,-43.52846
Upper Westown,174.05009,-39.08566
Urenui,174.39091,-38.9937
Urewera,177.01901,-38.27768
Urlich,174.59872,-36.86116
Utuhina,176.23217,-38.1425
Vauxhall,170.53384,-45.88771
Victoria,176.25565,-38.14351
Vinetown,174.31317,-35.72473
Vipond,174.71727,-36.61755
Viscount,174.79003,-36.96566
Vogeltown,174.76941,-41.31348
Vogeltown West,174.76446,-41.31239
Wade Heads,174.73359,-36.63662
Wadestown,174.77562,-41.26224
Waerenga,175.24356,-37.41422
Waharoa,175.75515,-37.76023
Wai-Iti,173.04148,-41.44047
Waiake,174.74241,-36.70679
Waianiwa,168.28266,-46.2743
Waiata,174.8072,-36.87743
Waiau,173.04405,-42.65574
Waihao,170.7586,-44.60917
Waiheke Island,175.10359,-36.79593
Waihemo,170.53205,-45.36537
Waihi,175.84639,-37.38945
Waihi Beach,175.91926,-37.43159
Waiho,170.20564,-43.37123
Waihou Valley-Hupara,173.88351,-35.28215
Waihou-Walton,175.71618,-37.67073
Waikaia,168.64459,-45.57453
Waikanae Beach,175.02708,-40.86464
Waikanae East,175.07722,-40.87353
Waikanae Park,175.04926,-40.86251
Waikanae West,175.06642,-40.866
Waikato Western Hills,175.06929,-37.67387
Waikawa,174.02868,-41.30142
Waikiwi,168.35454,-46.37587
Waikouaiti,170.67766,-45.6001
Waikowhai East,174.7429,-36.92805
Waikowhai West,174.73163,-36.92982
Waikuku,172.71299,-43.28567
Waima,174.6357,-36.94578
Waimairi Beach,172.71288,-43.47968
Waimana,177.11238,-38.15858
Waimarama,176.93854,-39.76933
Waimataitai,171.24184,-44.38005
Waimate,171.04465,-44.73574
Waimauku,174.48701,-36.76537
Waimea-Arahura,171.12214,-42.69653
Waimumu North,174.61239,-36.84112
Waimumu South,174.61643,-36.84961
Waingawa,175.61087,-40.98504
Waingongoro,174.24763,-39.54611
Wainoni,172.68983,-43.51844
Wainui,178.07106,-38.67289
Waiohiki,176.83933,-39.55935
Waiopehu,175.30141,-40.63926
Waiotahi,177.26649,-38.03815
Waiotira-Springfield,174.28341,-35.90655
Waiouru,175.67887,-39.47047
Waipa Valley,175.29527,-38.3911
Waipahihi,176.09926,-38.71041
Waipareira West,174.54159,-36.82276
Waipawa,176.59214,-39.938
Waipu,174.48311,-36.02288
Waipukurau,176.55452,-40.00737
Wairakei-Aratiatia,176.12771,-38.63651
Wairarapa,172.57732,-43.50469
Wairau North,173.47638,-41.51788
Wairau South,173.41546,-41.72474
Wairio,167.9245,-45.85228
Wairoa,177.41754,-39.04068
Waitaha,170.7472,-43.1291
Waitahanui,176.08582,-38.77324
Waitakere,174.54351,-36.86036
Waitakere West,174.48043,-36.85602
Waitangi,174.01413,-35.24616
Waitangirua,174.88237,-41.13531
Waitara East,174.24389,-38.99531
Waitara West,174.22768,-38.9982
Waitaramoa,174.79442,-36.87205
Waitarere,175.20026,-40.55091
Waitati,170.5816,-45.74919
Waitoa,175.62863,-37.61044
Waitotara,174.73251,-39.80643
Waituna,168.627,-46.44866
Waiuku East,174.73852,-37.24782
Waiuku West,174.72458,-37.24816
Waiwera,174.70404,-36.55214
Waiwhero,176.15855,-38.1442
Waiwhetu North,174.92401,-41.2234
Waiwhetu South,174.92044,-41.22853
Wakari,170.48301,-45.8606
Wakatipu Basin,168.78514,-44.97416
Wakefield,173.04838,-41.40416
Wakeling,174.64949,-36.86226
Waldronville,170.40267,-45.92413
Wallacetown,168.28801,-46.33244
Wallaceville,175.06088,-41.1288
Walmsley,174.72569,-36.90068
Waltham,172.65069,-43.54497
Wanaka,169.14759,-44.68994
Wanganui Central,175.05108,-39.92648
Wanganui Collegiate,175.03481,-39.9303
Ward,173.5814,-41.97494
Warkworth,174.66099,-36.40307
Warrington,170.59351,-45.70387
Washdyke,171.2455,-44.36127
Washington,173.26886,-41.27438
Waterloo East,174.93024,-41.21782
Waterloo West,174.91788,-41.214
Waterview,174.69937,-36.87949
Watlington,171.23202,-44.40625
Wattle Farm,174.88736,-37.04714
Waverley,174.63085,-39.76262
Waverley-Glengarry,168.38426,-46.39802
Wawa,175.91405,-38.29649
Weiti River,174.68487,-36.61891
Welbourn,174.08943,-39.06834
Welcome Bay East,176.20605,-37.72598
Welcome Bay West,176.18628,-37.73475
Weld Pass,174.07448,-41.57887
Wellsford,174.5224,-36.29266
Wembley Park,175.07115,-39.91036
Wesley,174.73201,-36.90623
West End,175.60897,-40.36751
West Eyreton,172.40817,-43.34816
West Gore,168.9281,-46.10743
West Harbour,174.62365,-36.82232
West Invercargill,168.32115,-46.41105
West Melton,172.43859,-43.57427
Westbrook,175.56924,-40.3655
Westburn,172.56947,-43.51317
Western Heights,176.21179,-38.12666
Western Hills,174.30858,-35.71374
Westgate,174.6127,-36.82606
Westhaven,172.67277,-43.49319
Westlake,174.7539,-36.78466
Westmere,174.72054,-36.85723
Westmorland,172.60497,-43.58258
Weston,170.92199,-45.08211
Westown,174.06012,-39.07452
Westport Rural,171.64913,-41.87065
Westport Urban,171.60309,-41.75215
Westshore,176.88114,-39.47532
Weymouth East,174.87152,-37.04062
Weymouth West,174.86165,-37.04258
Whaka,176.25126,-38.16383
Whakaki,177.56568,-39.02404
Whakarongo,175.6937,-40.32398
Whakatane North,176.99223,-37.95304
Whakatane West,176.9656,-37.96341
Whakatu,176.90231,-39.61035
Whanawhana,176.33068,-39.57931
Whangamata,175.86623,-37.20923
Whangamoa,173.41887,-41.23877
Whangamomona,174.84882,-39.11103
Whangapouri Creek,174.89599,-37.09552
Whangarei Central,174.326,-35.72886
Whareama,175.97891,-40.92188
Wharekaka,178.11106,-38.41415
Wharekohe-Oakleigh,174.18065,-35.79227
Wharenui,172.5805,-43.53501
Wharewaka,176.0787,-38.73025
Whataroa,170.42574,-43.28168
Whataupoko,178.03521,-38.65607
Whatawhata,175.17539,-37.79079
Whau Valley,174.30902,-35.69727
Whenuakura,174.66233,-39.57724
Whenuapai West,174.61284,-36.79806
White Island,177.18193,-37.52027
Whitianga,175.68597,-36.81268
Whitikahu,175.31147,-37.58165
Whitney,173.9534,-41.5195
Wigram,172.55286,-43.5525
Wilford,174.89068,-41.22477
Williams Domain,175.06243,-39.91445
Willis Street-Cambridge Terrace,174.77836,-41.29365
Wilton,174.75792,-41.26819
Winchester,171.27916,-44.18965
Windsor,168.36794,-46.40002
Windsor Park,174.73074,-36.74277
Windy Ridge,174.71624,-36.79593
Wingatui,170.37794,-45.87415
Winton,168.32325,-46.14595
Wiri,174.883,-37.00365
Witheford,174.70997,-36.77946
Witherlea,173.94976,-41.54355
Woburn North,174.90892,-41.2191
Woburn South,174.9038,-41.22237
Woodbourne,173.86645,-41.51645
Woodend,172.66924,-43.3212
Woodend Beach,172.68847,-43.34388
Woodend West,172.657,-43.32317
Woodglen,174.64362,-36.91682
Woodhaugh,170.50629,-45.85091
Woodhill,174.30594,-35.73102
Woodlands,168.55332,-46.35711
Woodridge,174.8346,-41.21626
Woodville,175.86636,-40.33674
Woolston South,172.68099,-43.55477
Woolston West,172.67526,-43.54093
Woolwich,176.80383,-39.61732
Wyllies Crossing,170.34251,-45.86125
Wymondley,174.85738,-36.95407
Wyndham,168.84675,-46.32584
Yaldhurst,172.52613,-43.49771
Yatton Park,176.14603,-37.72168
